"ディスプレイが縦に長くなったのは意外と気にならないなぁ  ただやっぱり手の小さい女の子とかだと左上押すのは辛いかもしれん","1"
"自分はいろいろ深くまで考えちゃうから、そんな深く考えなくてもいーじゃん！ って言って止めてくれる人が欲しいわ","1"
"眠れないくせに起きたらめちゃくちゃ眠いし最悪…　こんなコンディションでiPhoneの発表を聞くとか。。","-1"
"中国に生きようか本気で迷ってる。　経済成長、規模的には全然問題ないように思うけど。","1"
"成人式の思い出のスライドショーをWindowsで作りたくない…って言ったら自分が作ることになってしまった。マカー自分しかいないから当然なんだけど…","-1"
"おっさんまたやってるwww　げんきやのー　前ほど声聞こえないからつまらんけど","1"
"あんなクソなの…　って思ってるけどデファクトスタンダードになりそうで怖い。","-1"
"マネキンごっこで「おいおい〜　動いてんじゃねーよ〜！！」とか言葉攻(ry なんでｍないｄす","1"
"同じ部屋にいるらしいのにTwで会話してるあたり情報学徒っぽい。","1"
"停電時、トイレにバケツで水放り込んで洗浄するって別に普通な気がするけどなんで1000ふぁぼになってるんだ…","-1"
"5日にアイスを味わって食べるためにここ2週間ぐらい禁欲してる。","1"
"今日は今のところメンタルコンディション最高だし、昨日の夜なでしこ見たりしてぐだぐだしてた甲斐があったわ。　このままのコンディションでいければかなりパフォーマンス高い勉強できそう。","1"
"もともと遊ぶつもりで朝ごはん食べてて「勉強」ってフッと思っても勉強なんてしないのに…　どうなってんだこの頭は。","-1"
"単位落としたときにエアコンのせいにするためにテスト終わるまではエアコンつけるのやめよ。","1"
"ついにOS X Serverも1700円になっちゃったしなぁ。遊びで買ってみるかなぁ。","1"
"食欲も睡眠欲もなくなって、課題やる気もなくなっちゃった…！！","-1"
"日本でテロってほとんど起きないけど、単に日本人の行動力がないだけではないかと思った。","1"
"でもそんなことはありえないから大丈夫と脳は油断している。あんなやつに負けるわけ無い！と放っておくと、日本の電機メーカーみたいにSUMSUNGにまける。","-1"
"大人になって十分に金を持つようになったら音楽業界に金落としたいなぁ。","1"
"数学だけで受けられるみたいだし、京大でMBA取ることも考えよう。","1"
"帰ってきて洗濯物取り込んだ時かなぁ。一瞬しか窓開けてないけど。","-1"
"男女交際に(異常に)時間を費やすのは無駄だと思っているけど、ある程度異性とも関わらないとモノを見る感覚が鈍るなぁとも思う。男性特有の視点、女性特有の視点があるからね。同性と居すぎると視野が狭くなったり、見方が偏ってしまう恐れがある。","-1"
"似たようなバックグラウンドで育って同じような能力持ってる人の方が価値観近いから相性いいのかもしれないけど、そうしたときにその後どこまで自分が成長できるかっていうね。","-1"
"今週末親が泊まりに来てたんだけど、父の日なのに父からいろいろ買ってもらった笑　感謝しないと","1"
"まぁ世の中にはいろんな人がいるって結論でいいんじゃないですか。","1"
"となりのおっさん今日も懲りずに騒がしかったなぁ。学校行く前にもう一回チャイム鳴らして、出て来なかったらポストに文章突っ込もう。　おっさんのためにレポート書くとかバカらしいけど…笑","1"
"DARS(チョコ)の箱に書いてある「ダース/ビター」の文字を「ダースベーダー」と空目するぐらいに疲れてる。","-1"
"たしかマレーシアの工場で焼かれた一部のロットがアウトだった気がする。うちのもそうだったけど…笑","-1"
"下宿のチャリ置き場はだいたい12,3台チャリあるんだけど、金曜日の夜とか3,4台しかない。みんな遊んでるんだなぁ。","-1"
"今年北京と西安行ったら、もうしばらく中国は行かなくてもいいかなぁ。一通り大きな都市は回った気がするし。","-1"
"ただその１人を増やすのに何年もかかるし、そのコストが大きい。","-1"
"髪伸びたし切りに行こうかな…　梳くのは自分でも出来るけど、長さ整えるのは怖い…笑","-1"
"言語って感情伝える部分の機能が弱いから、下手に言葉に出して相手に伝えるべきじゃないと思う。","1"
"久しぶりにガム噛んだらなんかいろいろ思いついて楽しい。　麻薬なんかやるよりもガム噛んでる方がいいかもしれない。(※麻薬はやってません。)","1"
"学習室24の扇風機がいきなりキーキーいいだしてみんなの注目浴びた","1"
"それに気付いた人間がもう一度生き返りたいがために「２度ある事は３度ある」ということわざを作ったに違いない。","1"
"そのアカウントのアイコン水着着た胸大きな女の子だし、アイコンからしても全然説得力ない。","-1"
"今日も途中でタオル売り切れたっぽいし当日何時に行こうか迷う。　ライブでタオル無かったらマジで楽しめないからなぁ笑","-1"
"この前バイト先でCPU:Corei7/3.4GHz/8core 回線速度:47Mbps の環境で２時間ぐらい作業する事があったんだけど、快適すぎて涙出た","1"
"この時期金よりも経験なのかなぁ。。　でも今はお金が必要だからお金を優先する。","1"
"って事でぼくは催眠術の勉強を始めようと思う。(※大量虐殺は行いません。)","1"
"女の声だけならいいけど、男の声も聞こえるからイった瞬間が分かってしまうと言う…　やめてくれ…","-1"
"MacBook Pro から MacBook Airにファイル送信するのに、初めてAirDrop使ってみた。","1"
"JK(A)「家ん中でタバコ吸ってたら父さんに怒られたんだけど」JK(B)「え？なんで？？」  ","-1"
"非現実的な事を考えて楽しめるんだから、もっともっと楽しむべき。","1"
"ここのスキー場女の子いっぱいいるぜ！！　って彼らにはそういうところが重要なんだな…笑　　泊まりならともかく日帰りだろ。","-1"
"日本以外で女性は家事の文化がある国ってどこだろな？  中東辺りに多そうな気がする","1"
"AppleStoreの店員さんの給料ってどんなもんなのかなー？  将来あそこに就職でもいい気がして来た。","1"
"今日10km弱ぐらい歩く予感。今日もマッサージ行こうかな。足疲れた…","-1"
"カタコトの日本語喋る外国人と久しく話してないなぁ。高校の時は電車の中で出会ったりしたもんだけど。","-1"